343,导师在学生心理成长中的作用——厦门大学导师培训系列讲座第三讲,2017-06-19,x
344,2017年“海峡两岸环境与生态研讨会”在我校召开,2017-06-19,m
345,【思政进行时】人文学院立“根”筑“魂”  传承弘扬中华优秀传统文化,2017-06-17,u
346,福建师范大学领导来访我校,2017-06-17,h
347,嘉庚学院积极推进与龙海市校地合作,2017-06-16,t
348,学生工作会布置期末及暑期工作,2017-06-16,t
349,我校2017年硕士研究生录取通知书全部寄出,2017-06-16,p
350,我校召开2017年高招咨询动员培训会,2017-06-16,:
351,学校召开第九届学位评定委员会第十三次会议,2017-06-16,/
352,厦门大学社科普及走进曾厝垵系列活动持续推进,2017-06-16,/
353,毛基业教授做客南强学术讲座,2017-06-15,n
354,第十期“机关干部论坛”聚焦厦大马来西亚分校,2017-06-15,e
355,66名学生赴世界百强大学深造  我校中外合作项目2017年再创佳绩,2017-06-15,w
356,欢乐上弦场 幸福厦大人,2017-06-15,s
357,陈洪铎院士、翟明教授到厦门大学附属翔安医院指导工作,2017-06-15,.
358,机关党委召开学习廖俊波同志先进事迹座谈会,2017-06-15,x
359,【思政进行时】经济学院、王亚南经济研究院“网络育人”大放异彩,2017-06-15,m
360,【“两学一做”常态化制度化】学校召开座谈会学习黄大年同志先进事迹,2017-06-14,u
361,【健康厦大】动起来　告别亚健康——我校教职工文体协会（社团）扫描之二,2017-06-14,h
362,我校举行2017年赴西部、基层、国家重要行业就业毕业生出征仪式,2017-06-14,t
363,学校召开2017届毕业生代表廉洁教育座谈会,2017-06-13,t
364,校党委组织开展部分学院新一届行政领导班子任前集体谈话,2017-06-13,p
365,【“两学一做”常态化制度化】校长朱崇实参加法学院教工党支部“两学一做”学习教育常态化制度化第一专题学习研讨会,2017-06-13,:
366,关于启动防御2017年第2号台风“苗柏”Ⅳ级应急响应的通知,2017-06-12,/
367,【思政进行时】“自强思源”计划二期学员结业典礼暨五期学员开班仪式举行,2017-06-12,/
368,校长朱崇实会见陈洪铎院士,2017-06-12,n
369,《中国教育报》头版刊发《厦大“出海”记——走访中国第一所建海外分校的大学》通讯,2017-06-12,e
370,【思政进行时】翔安校区学生办开展第二期学生思想政治工作沙龙,2017-06-12,w
371,城乡规划专业本科教育评估顺利通过“国检”,2017-06-12,s
372,我校2017年“校园开放日”活动火热举行,2017-06-12,.
373,【健康厦大】动起来　告别亚健康——我校教职工文体协会（社团）扫描之一,2017-06-12,x
374,福建省微纳制造工程技术研究中心召开会议并举行第一届学术委员会会议,2017-06-09,m
375,校领导带队访问泉州,2017-06-09,u
376,环境与生态学院与厦门海澳集团有限公司签署战略合作协议并举行学院大楼命名揭牌仪式,2017-06-09,h
377,我校召开2017届年级联络员代表座谈会,2017-06-09,t
378,【思政进行时】公共卫生学院举行师风学风表彰大会,2017-06-08,t
379,我校三位老师入选第十四届福建青年科技奖,2017-06-08,p
380,【“两学一做”常态化制度化】赖虹凯副书记作“两学一做” 学习教育常态化制度化专题党课,2017-06-07,:
381,学校布置2017年新增博士硕士学位授权点申报工作,2017-06-07,/
382,【思政进行时】校团委举行学习贯彻全国高校共青团思想政治工作会议精神座谈会,2017-06-07,/
383, 毕业季　致青春——厦大学生创意毕业影像作品走红网络,2017-06-07,n
384,校领导会见宁波诺丁汉大学来宾,2017-06-07,e
385,【思政进行时】建筑与土木工程学院探索科创育人“1+2+3”模式,2017-06-07,w
386,航空航天学院学子荣获2017RoboCup机器人世界杯2D仿真组季军,2017-06-07,s
387,我校Naser El Sheimy教授入选“千人计划”外专长期项目,2017-06-07,.
388,“我爱你，再见”毕业摄影展开幕,2017-06-07,x
389,我校在第二届中国（福建）女大学生创新创业大赛中荣获佳绩,2017-06-07,m
390,【思政进行时】航空航天学院 聚焦行业　航空报国,2017-06-06,u
391,2017“中文有戏”演出季圆满落幕,2017-06-06,h
392,幼儿园庆祝六一　福娃玩转小社团  ,2017-06-05,t
393,人民日报：土耳其，汉语课开进总理府,2017-06-05,t
394,教育部口腔医学专业教学指导委员会专家组来校考察,2017-06-05,p
395,【思政进行时】首届“马克思主义能给予我们什么”主题微演讲竞赛落下帷幕,2017-06-05,:
396,2017年海峡两岸外国语言文学研究高端论坛在厦门大学举办,2017-06-05,/
397,第四届两岸大学生影像联展暨凤凰花季毕业影展开幕,2017-06-05,/
398,对口支援贵师大10周年回访演出在我校举行,2017-06-05,n
399,【思政进行时】新闻传播学院首期学生“马克思主义新闻观理论研修班”开班,2017-06-02,e
400,全国高等教育重点研究机构座谈会在我校召开,2017-06-02,w
401,环境与生态学院积极推进与市环保局园林局战略合作,2017-06-01,s
402,“恢复高考40周年暨高考改革学术研讨会”成功举办,2017-06-01,.
403,国际与会代表深入研讨金砖国家与“一带一路”教育合作共识,2017-06-01,x
404,【思政进行时】一直走在育人路上的“法学青椒”,2017-06-01,m
405,林伯强教授最新发表的两篇文章再次入选ESI-Hot Papers,2017-06-01,u
406,厦门大学分子影像暨转化医学研究中心团队在《自然-通讯》发表研究成果,2017-05-31,h
407,“学霸宿舍是怎样炼成的”宿舍学风建设风采展示会顺利举行,2017-05-31,t
408,职工夜校第五期培训班暨后勤集团中层管理骨干综合素质提升班顺利开班,2017-05-31,t
409,我家团课这样上,2017-05-31,p
410,校学生龙舟女队金门龙舟赛夺冠,2017-05-31,:
411,朱崇实校长赴继续教育学院考察指导工作,2017-05-31,/
412,“海丝”国家华裔学子报考我校可申请“陈嘉庚奖学金”,2017-05-31,/
413,校保卫处“平安南强”微信公众号安全宣传活动成功举办,2017-05-30,n
414,【思政进行时】软件学院加强党建带团建　将立德树人作为大学生思政教育的根本任务,2017-05-27,e
415,“人人出份力，当好东道主”活动正式启动,2017-05-27,w
416,我校开展国际学历生专题调研 助力学校“双一流”建设,2017-05-27,s
417,校关工委组织“六一”慰问活动 ,2017-05-27,.
418,校党委书记张彦考察调研对口支援西藏民族大学工作,2017-05-27,x
419,积极推进垃圾分类，厦大学子在行动,2017-05-27,m
420,【思政进行时】我校新教职工革命传统教育学习班圆满结束,2017-05-26,u
421,中国残联副主席吕世明访校,2017-05-26,h
422,校领导带队访问世界卫生组织总部,2017-05-26,t
423, 上海大学校领导来我校调研,2017-05-26,t
424,厦门市领导来校调研文明创建工作,2017-05-25,p
425,我校原创话剧《哥德巴赫猜想》在重庆首演,2017-05-25,:
426,厦门大学“V5我家团支部”风采展成功举办,2017-05-25,/
427,各学院团组织广泛开展重温入团誓词活动,2017-05-25,/
428,我校多相催化原位拉曼光谱研究取得重要进展,2017-05-25,n
429,党委党校学习班举办讲座　解读十八届六中全会精神,2017-05-25,e
430,纪念陈景润先生诞辰84周年“7681猜想”对话会成功举行,2017-05-25,w
431,校领导出席非洲孔子学院联席会议并顺访尼日利亚纳姆迪•阿齐克韦大学,2017-05-25,s
432,我校优秀毕业生徐飞获共青团中央“全国向上向善好青年”荣誉称号,2017-05-24,.
433,【思政进行时】传播网络正能量  争做校园好网民 ——学校举办第三届网络文化节开幕式暨“i厦大”APP2.0版本发布会,2017-05-24,x
434,首届学习马克思主义理论“一‘马’当先”知识竞赛落下帷幕,2017-05-24,m
435,校第六届环保知识竞赛决赛圆满结束,2017-05-24,u
436,《人民日报海外版》刊发《穿越百年的中马教育回响——厦门大学马来西亚分校的办学故事》通讯,2017-05-24,h
437,材料学院科技文化节顺利闭幕,2017-05-24,t
438,基于单分子电学测量的反应动力学表征技术研究进展发表于《自然—通讯》,2017-05-23,t
439,国台办副主任郑栅洁来校调研,2017-05-23,p
440,2017“凤凰花”论坛暨厦门大学金融EMBA发布仪式成功举办,2017-05-23,:
441,2017年中国政府海洋奖学金评选会在我校召开,2017-05-23,/
442, 我校2018年本校研究生招生宣讲会圆满举行,2017-05-23,/
443,【思政进行时】校党委副书记赖虹凯走进思政课堂讲授“全面从严治党永远在路上 扎实推进高校党风廉政建设工作”,2017-05-23,n
444,海内外学者畅谈“一带一路”文教融合与人才培养,2017-05-23,e
445, “与信仰对话”——央视著名主持人陈伟鸿做客厦大开讲《我和春天有个约会》,2017-05-22,w
446,教育部2017年“平安留学”出国留学行前培训会在我校成功举办,2017-05-22,s
447, 法学院与最高人民法院第三巡回法庭签署合作协议,2017-05-22,.
448,中央媒体集中报道  我校马来西亚分校备受关注,2017-05-22,x
449, 我校计算机科学学科首次跻身ESI全球前1%,2017-05-22,m
450,第二届福建省大学生智能汽车竞赛在我校举行,2017-05-21,u
451,福建省高校职工之家建设观摩活动在我校举行,2017-05-19,h
452,我校7名博士后入选2017年度“博士后创新人才支持计划”,2017-05-19,t
453,基层党委、党总支扎实推进“两学一做”学习教育常态化制度化,2017-05-19,t
454,西藏民族大学领导来访我校,2017-05-19,p
455,“共和国的脊梁——科学大师名校宣传工程”汇演活动启动　我校《哥德巴赫猜想》25日亮相重庆,2017-05-19,:
456,【思政进行时】嘉庚学院坚持教育者先受教育  持续开展党员“读书班”,2017-05-19,/
457,2017厦门围棋与人工智能大会在翔安校区开幕,2017-05-19,/
458,校工会举办第二届教职工银婚纪念活动,2017-05-19,n
459,2017中文有戏演出季开幕 《金龙》首场亮相,2017-05-19,e
460,“迎接十九大，教育看变化•福建行”中央新闻媒体采访团来校集中采访,2017-05-18,w
461,校长朱崇实出席“一带一路”国际合作高峰论坛,2017-05-18,s
462,学校组织开展应急疏散演练,2017-05-18,.
463,泰国华人与中泰关系国际学术研讨会成功举办,2017-05-18,x
464,校友曹文炼做客党校名家讲坛谈“一带一路”建设,2017-05-18,m
465,我校海洋科学博士后李大伟在地学领域顶级期刊Geology发表文章,2017-05-17,u
466,第三十二届校园十大歌手赛成功举办,2017-05-17,h
467,高雅艺术南音专场“清曲雅乐”走进我校,2017-05-17,t
468,首届东亚宏观经济论坛在哈根大学举行,2017-05-17,t
469,2017年福建省中学生英才计划工作座谈会在我校召开,2017-05-17,p
470,厦大学子在福建省第十届大学生结构设计竞赛中勇夺第一,2017-05-17,:
471,法学院青年教职工协会获2017年福建省“五一先锋号”称号,2017-05-17,/
472,【思政进行时】副校长韩家淮走进思政课堂讲授“科研创新与诚信”,2017-05-16,/
473,叶建明教授合作研究成果在《中国社会科学》发表,2017-05-16,n
474,【思政进行时】博导培训系列讲座谈如何做好博士生思想政治教育工作,2017-05-16,e
475,刘海峰教授主编“高考改革研究丛书”正式出版,2017-05-16,w
476,我校召开2017年五四表彰大会,2017-05-15,s
477,我校25名博士后获得第61批中国博士后科学基金资助,2017-05-15,.
478,【思政进行时】翔安校区举办学生思想政治工作沙龙,2017-05-15,x
479,【思政进行时】新闻传播学院开设第一期学生“马克思主义新闻观理论研修班”,2017-05-15,m
480,我校8人入选第十三批“千人计划”青年项目,2017-05-15,u
481, 机关文化大讲堂聚焦金砖国家、“一带一路”和新全球化,2017-05-12,h
482,【思政进行时】副校长詹心丽进思政课堂讲授“大学人文精神与载体”,2017-05-12,t
483,中国科协调研宣传部副部长王挺携中央媒体一行到我校调研采访,2017-05-12,t
484,航空航天学院应邀见证C919大型客机首飞,2017-05-12,p
485,【思政进行时】学校召开深入学习贯彻习近平总书记考察中国政法大学重要讲话精神联合研讨会,2017-05-12,:
486,校领导到体育教学部调研并看望校男篮,2017-05-11,/
487,2017孔子学院总部/国家汉办赴非洲国家汉语教师孔子学院志愿者岗前培训正式开班,2017-05-11,/
488,校领导参加李成义先生逝世周年纪念活动并考察马来西亚分校建设,2017-05-11,n
489,【思政进行时】张彦书记走进思政课堂畅谈理想信念,2017-05-10,e
490,世界银行校友返校  助力学校国际组织人才培养推送,2017-05-10,w
491,校第九届“联合信实杯”模拟法庭辩论赛圆满落幕,2017-05-10,s
492,瓯江畔•厦大情——厦门大学温州校友会三十周年庆典暨换届活动圆满举行,2017-05-10,.
493,校第四届实验室风采大赛圆满落幕,2017-05-10,x
494,龙海市市委书记郑隆松一行到访我校漳州校区,2017-05-09,m
495,第七届全国大学生电子商务“创新、创意及创业”挑战赛厦门大学选拔赛圆满落幕,2017-05-09,u
496,厦大共青团开展纪念五四运动98周年暨建团95周年系列活动,2017-05-09,h
497,【思政进行时】公共事务学院聚焦学生党支部书记、支委培训,2017-05-09,t
498,《光明日报》刊发《厦门大学“问题导向式专题教学”  思政课让学生上得过瘾》通讯,2017-05-09,t
499,周大旺教授团队在《Cancer Cell》上揭示肝癌发生的重要机理,2017-05-09,p
500,深圳—厦门大学海归创新创业经验分享会举办,2017-05-09,:
501,“孝敬父母•走进厦门大学”刘一祯公益演唱会唱响建南大会堂,2017-05-08,/
502,关于5月10日防空疏散演习交通管制的通告,2017-05-08,/
503,厦门市副市长李辉跃来校调研能源与石墨烯创新平台建设情况,2017-05-08,n
504,校领导出席哈佛2017中国教育论坛,2017-05-08,e
505,学校召开“五四”青年节师生座谈会,2017-05-05,w
506,【思政进行时】我校师生热议习近平总书记考察中国政法大学重要讲话,2017-05-05,s
507,第七届视觉与学习青年学者研讨会（VALSE2017）在我校成功举办,2017-05-05,.
508,第十三届“挑战杯”福建省大学生课外学术科技作品竞赛复赛在我校举办,2017-05-05,x
509,【思政进行时】学校召开专门会议传达学习中央关于加快构建中国特色哲学社会科学最新文件精神,2017-05-05,m
510,我校获共青团“青年之声”建设工作典型通报表扬,2017-05-04,u
511,【思政进行时】副校长邬大光进思政课堂讲授“陈嘉庚与大学精神”,2017-05-04,h
512,颂恩楼教职工健身中心揭牌启用,2017-05-04,t
513,厦门大学第五届建筑文化节圆满落幕,2017-05-04,t
514,厦门大学2017年知识产权宣传周系列活动圆满落幕,2017-05-03,p
515, 我校5项目获评福建省委教育工委高校党支部工作“立项活动”优秀成果,2017-05-03,:
516,厦门大学第九届“我是外交官”外交风采大赛圆满落幕,2017-05-03,/
517,2017年厦大博士研究生以第一作者发表国际高水平论文已达7篇,2017-05-02,/
518,【思政进行时】化学化工学院举办“教授Office Time”活动,2017-05-02,n
519,高端装备制造业技术对接会（厦门）专场在我校举行,2017-05-02,e
520,纳姆迪·阿齐克韦大学孔子学院成立尼日利亚中国留学生校友会,2017-05-02,w
521,厦大文创中心与安溪县湖头镇签订 “建立K12音乐教育信息化改革实验基地” 及“中小学生艺术素质信息化测评研究” 项目合作协议,2017-04-30,s
522,2017年大中学生夏令营工作会议召开,2017-04-28,.
523,医学院教师马永慧在伦理学国际顶级期刊发表论文,2017-04-28,x
524,法学院学生党支部深入学习全国思想政治工作会议精神,2017-04-28,m
525,法学院学生党支部深入学习全国思想政治工作会议精神,2017-04-28,m
526,李无未教授被评为厦门市劳动模范,2017-04-28,h
527,铂基贵金属合金纳米晶的晶相调控研究取得新进展,2017-04-28,t
528,省政协调研组莅临我校开展石墨烯和锂电产业重点提案专题调研,2017-04-28,t
529,关于住宅区安全及道路交通秩序的温馨提示,2017-04-28,p
530,“新世纪以来台湾电影的新变化”学术研讨会在我校召开,2017-04-28,:
531,学校组织收看2017年全国和全省大学生征兵工作网络视频会议,2017-04-27,/
532,聆阅经典，书香校园——图书馆举办“世界读书日”系列活动,2017-04-27,/
533,马来西亚华校董事联合会总会客人来访,2017-04-27,n
534,水声通信与海洋信息技术教育部重点实验室（厦门大学）第一届学术委员会第七次会议顺利召开,2017-04-26,e
535,让书香沁满校园　翔安校区启动“书香校园”系列活动,2017-04-26,w
536,社会学学科建设与研究生教育高峰论坛在厦门大学召开,2017-04-26,s
537,“悦读书屋”赠书仪式暨“全民阅读进高校 惠民购书专场”活动举行,2017-04-25,.
538,学校召开2017年财务工作会议,2017-04-25,x
539,贯彻落实全国高校思想政治工作会议精神　品读经典著作 培育书香校园,2017-04-25,m
540,贯彻落实全国高校思想政治工作会议精神　品读经典著作 培育书香校园,2017-04-25,m
541,关于组织参观“遵义会议 永放光辉——行进中的遵义会议纪念馆主题展览”的通知,2017-04-25,h
542,纪念建军90周年　遵义会议纪念馆主题展览走进我校,2017-04-25,t
543,学校组织召开“一带一路”研究院建设专题会,2017-04-25,t
544,国家统计局副局长贾楠来校调研,2017-04-25,p
545,全国人大外事委员会副主任委员迟万春一行来校考察调研,2017-04-25,:
546,学校表彰青年教师教学技能比赛优胜者,2017-04-25,/
547,“社会主义改革与马克思主义本土化”国际学术研讨会在我校举办,2017-04-25,/
548,海峡两岸口译大赛（俄语）邀请赛暨首届中俄高校俄语口译邀请赛在我校举办,2017-04-25,n
549,96周年校庆第二届“姚明集团杯”校友乒乓球赛成功举办,2017-04-24,e
550,校庆环校跑顺利举行　近4000名师生参加,2017-04-24,w
551,文科资深教授邓子基荣获首届中国财政理论研究终身成就奖,2017-04-24,s
552,全国人大外事委员会副主任委员迟万春一行来校考察调研,2017-04-24,.
553,《光明日报》刊发《厦门大学法学院：脚踏实地办学 放眼世界育人》通讯,2017-04-24,x
554,《哥德巴赫猜想》走进福州 连演3场广受好评,2017-04-23,m
555,我校召开离休干部“畅谈十八大以来变化、展望十九大胜利召开”座谈会,2017-04-22,u
556,南强物业成功晋级一级资质物业服务企业,2017-04-21,h
557,滨海湿地生态系统教育部重点实验室（厦门大学）第三届学术委员会第一次会议召开,2017-04-21,t
558,我校赴马来西亚参加留学中国教育展,2017-04-21,t
559, 中-英-澳首届C3超分子化学论坛在我校举行,2017-04-21,p
560,2016年度全国十大考古新发现揭晓，厦大人占三席,2017-04-19,:
561,我校国家社科/教育部旧项目适用新办法宣讲会圆满结束,2017-04-19,/
562,中印尼青年互访交流游学活动团来访我校,2017-04-19,/
563,马克思主义学院与菏泽市委组织部签署合作共建协议,2017-04-19,n
564,2017届本科生毕业审查工作布置会顺利召开,2017-04-18,e
565,【天南地北厦大人】吴两同：为政以德，正己修身,2017-04-18,w
566,在模拟军事对抗中开展国家安全教育,2017-04-18,s
567,高雅艺术进厦大  中国歌剧舞剧院交响音乐会专场演出顺利举办,2017-04-18,.
568,经济学院两篇论文入选 《世界经济年鉴2016》“2015年十佳中文论文”,2017-04-18,x
569,法学院“青椒会”打造青年教职工多彩校园生活,2017-04-18,m
570,法学院“青椒会”打造青年教职工多彩校园生活,2017-04-18,m
571,翔安校区青年马克思主义者社团成立大会顺利召开,2017-04-17,h
572,【人才引进】考古学家高畅教授加盟我校,2017-04-17,t
573,校党委中心组（扩大）学习会召开,2017-04-17,t
574,德国特里尔市市长代表团访问我校,2017-04-16,p
575,我校召开2017年新增博士硕士学位授权点工作会,2017-04-15,:
576,新华社：土耳其总理府响起汉语读书声,2017-04-14,/
577,学校在探索中全面启动推送毕业生到国际组织实习任职工作,2017-04-14,/
578,深入学习贯彻全国高校思想政治工作会议精神　基层党支部带你正确认识“远大抱负和脚踏实地”,2017-04-14,n
579,福建医科大学领导来访我校,2017-04-14,e
580,中国农业银行客人来访我校,2017-04-14,w
581,教育部科技司、福建省教育厅领导来校调研能源与石墨烯创新平台,2017-04-14,s
582,校党委书记张彦到翔安校区调研思想政治工作,2017-04-14,.
583,校党委书记张彦到翔安校区调研思想政治工作,2017-04-14,.
584,校党委书记张彦到翔安校区调研思想政治工作,2017-04-14,.
585,校党委书记张彦到翔安校区调研思想政治工作,2017-04-14,.
586,中央党史研究室原副主任李忠杰教授做十八届六中全会精神辅导报告,2017-04-13,h
587,我校4人入选2016年度“长江学者奖励计划”,2017-04-12,t
588,深入学习贯彻全国高校思想政治工作会议精神　百名青年马克思主义者走圣地拾初心,2017-04-12,t
589,建校96周年系列学术活动之“2017中国厦门第三届全国纳米科技前沿论坛”圆满召开,2017-04-12,p
590,金砖国家海关工作组会议代表团来访我校,2017-04-12,:
591,庆祝建校96周年《哥德巴赫猜想》精彩上演,2017-04-11,/
592,96周年校庆“骏豪杯”第二届校友足球邀请赛圆满举行,2017-04-11,/
593,《科技日报》头版: 与青蒿素齐名的雷公藤红素或可治疗肥胖,2017-04-11,n
594,我校在全国高校“两学一做”支部风采展示活动中喜获佳绩,2017-04-11,e
595,首届“南强青年学者”论坛在我校举行,2017-04-11,w
596,数学科学学院思政工作室、“景润青年”党员服务站揭牌成立 ,2017-04-10,s
597,学校总结表彰2016年度本科生科创竞赛,2017-04-10,.
598,伊朗“伊斯法罕大学日”在我校圆满举办,2017-04-10,x
599,合唱交响乐《大学》演绎大学精神 ,2017-04-10,m
600,合唱交响乐《大学》演绎大学精神 ,2017-04-10,m
601,我校举行离退休教职工校庆游园活动,2017-04-10,h
602,管理学院教授游家兴在金融学国际顶级期刊RFS发表论文,2017-04-10,t
603,厦大药学院博士生发文Mol.Cell揭秘肥胖治疗新途径,2017-04-08,t
604,学校组织收看深化高等教育领域“放管服”改革电视电话会议,2017-04-07,p
605,厦门大学-宁夏隆德县对口帮扶暨经贸合作推介会举行,2017-04-07,:
606,1942级校友、九十四岁学长葛文勋捐设“葛文海、洪葛文杏”奖学金,2017-04-07,/
607,音乐舞蹈史诗《南强颂》献礼96周年校庆,2017-04-07,/
608,多方专家齐聚芙蓉湖畔，对话“科学•性别•健康•人生”,2017-04-07,n
609,庆祝建校96周年书画展开展,2017-04-07,e
610,厦大棒球队出征首届海峡两岸学生联赛三战全胜,2017-04-07,w
611,厦门大学金砖国家经贸合作论坛举行　引领开放型世界经济的新型合作,2017-04-06,s
612,2016-2017学年“漳州校友会励学金”颁发仪式举行,2017-04-05,.
613,扫描二维码　捐资助力学校发展,2017-04-03,x
614,厦门大学96周年校庆主要活动安排表,2017-04-02,m
615,“嘉庚”号科考船顺利回厦,2017-04-01,u
616,四“两”拨千斤——新闻传播学院深入学习贯彻落实全国高校思想政治工作会议精神,2017-04-01,h
617,校第一届本科生创新创业成果展开幕,2017-04-01,t
618,第九期“机关干部论坛”聚焦“双一流”建设,2017-03-31,t
619,我校数学科学学院Brauner教授荣获2016年度厦门市白鹭友谊奖,2017-03-31,p
620,我校举办2016-2017学年“兴业银行慈善助学金”颁发仪式,2017-03-31,:
621,“育人，遇自己”—大学生青年领导力论坛在我校举行,2017-03-31,/
622,深入学习贯彻全国高校思想政治工作会议精神　基层党支部带你正确认识“中国特色和国际比较”　,2017-03-31,/
623,中组部人才工作局局长孙学玉来校调研,2017-03-31,n
624,表面增强拉曼光谱方法学研究成果发表在Nature Communications,2017-03-30,e
625,校首届水上舟艇运动会圆满落幕,2017-03-30,w
626,《科技日报》头版：厦大原创抗癌新药获美FDA临床试验许可,2017-03-30,s
627,学校举行2016年度“吴宣恭科研奖学金”颁奖仪式,2017-03-29,.
628,科技部副部长徐南平到我校调研,2017-03-29,x
629,厦大学子荣获世界芭蕾舞比赛金奖,2017-03-29,m
630,厦大学子荣获世界芭蕾舞比赛金奖,2017-03-29,m
631,学习贯彻习近平总书记关于知识分子工作重要讲话精神座谈会召开,2017-03-27,h
632,我校2017年国家公派高级研究学者、访问学者、博士后项目录取率创新高,2017-03-27,t
633,深入学习贯彻全国高校思想政治工作会议精神　基层党支部带你正确认识“时代责任和历史使命”,2017-03-27,t
634,校党委传达学习全国和福建省“两会”精神,2017-03-27,p
635,张晓坤团队原创抗癌新药获美国FDA临床试验许可批件,2017-03-25,:
636,亚太首例！附属心血管病医院成功施行微创心室折叠减容术,2017-03-25,/
637,南海研究院院长傅崐成教授在荷兰讲南海问题,2017-03-25,/
638,我校入选首批省级高校大学生创新创业园,2017-03-24,n
639,我校获批建设“福建省分子影像诊疗工程技术研究中心”,2017-03-24,e
640,新华社报道我校共建孔院附属孔子课堂开展中文教学,2017-03-24,w
641,王克坚教授课题组在海洋动物抗菌肽研究取得的新突破,2017-03-23,s
642,学校进一步加强2017年研究生复试录取巡视督查工作,2017-03-23,.
643,IBM大中华区董事长陈黎明做客南强学术讲座,2017-03-23,x
644,校党委书记张彦为汉语国际推广南方基地汉语教师志愿者讲授专题课程,2017-03-22,m
645,校党委书记张彦为汉语国际推广南方基地汉语教师志愿者讲授专题课程,2017-03-22,m
646,我校新增7名享受国务院政府特殊津贴专家,2017-03-22,h
647,理工医学科相关学院专题研讨研究生思想政治工作,2017-03-22,t
648,我校“口腔医学”“舞蹈表演”两个专业获批新设,2017-03-22,t
649,我校学子在第八届全国大学生数学竞赛决赛中喜获佳绩,2017-03-21,p
650,百名学生骨干深入学习贯彻全国高校思想政治工作会议精神,2017-03-20,:
651,学习《普通高等学校学生党建工作标准》座谈会召开,2017-03-18,/
652,学校召开2017年度文科科研工作布置会,2017-03-17,n
653,生命科学学院打造“互联网+”思政育人新阵地,2017-03-17,e
654,国家教育行政学院第53期高校领导干部进修班来校调研,2017-03-17,w
655,人文社会科学相关学院专题研讨研究生思想政治工作,2017-03-17,s
656,在奉献中将爱国融入南强血脉——我校支教队项目获“礼敬中华优秀传统文化”特色展示项目奖,2017-03-17,.
657,保卫处与大学路派出所在3.15权益日联合举行防诈骗宣传活动,2017-03-16,x
658,厦门大学促进组织损伤修复和再生小分子药物成功转让,2017-03-16,m
659,信息学院师生论文获CVPR 2017录用,2017-03-16,u
660,“两会”闭幕　我校师生热议全国“两会”教育话题,2017-03-15,h
661,深入学习贯彻全国高校思政工作会议精神　基层党支部带你正确认识“世界和中国发展大势”,2017-03-15,t
662,学校举行《哥德巴赫猜想》2017启动仪式,2017-03-14,t
663,台湾海洋大学张清风校长来访我校,2017-03-13,p
664,我校多场专场招聘会顺利举办,2017-03-13,:
665,中央第三巡视组专项巡视厦门大学党委工作动员会召开,2017-03-10,/
666,校长朱崇实会见美国AIAA副主席Vigor Yang院士,2017-03-10,/
667,学校召开2017年研究生复试录取工作会议,2017-03-10,n
668,【感动同辈】沈培鑫：人生如海，直挂云帆,2017-03-10,e
669,中央编办行政体制改革司司长郭沛来校调研,2017-03-10,w
670,厦大学子在“UA创作奖概念设计国际竞赛”中喜创佳绩,2017-03-09,s
671,我校开展研究生导师指导能力提升培训工作,2017-03-09,.
672,快来一起看“嘉庚“号科考船回厦直播视频,2017-03-09,x
673,学校举行“3•5学雷锋纪念日”活动,2017-03-08,m
674,K12音乐教育信息化改革专家高峰研讨会在我校召开,2017-03-08,u
675,学校举行纪念“三八”国际劳动妇女节座谈会暨 “寻找最美家庭”活动启动仪式,2017-03-07,h
676,细胞应激生物学国家重点实验室在《Nature Communications》连续发表3篇论文,2017-03-07,t
677,翔安校区学院团委与翔安区社区共建合作启动仪式暨志愿服务活动圆满举行,2017-03-07,t
678,2017年厦门大学“毕马威杯”管理案例分析全国十强邀请赛圆满落幕,2017-03-06,p
679,学校召开本学期学位与研究生教育工作会议,2017-03-06,:
680,研究生院召开研究生教育指导小组座谈会,2017-03-06,/
681,厦门大学师生热切关注全国“两会”胜利召开,2017-03-05,/
682,学生工作会：认真学习贯彻落实全国高校思想政治工作会议精神,2017-03-04,n
683,宁夏扶贫办党组书记梁积裕来访,2017-03-03,e
684,物理学院本科生在美国物理学会期刊《Physical Review A》发表学术论文,2017-03-03,w
685,校纪委召开基层党委（党总支）纪检委员专题会议,2017-03-03,s
686,爱无疆，让教育更有温度——学生工作干部寒假上门家访江西困难学生,2017-03-02,.
687,【人才引进】校领导率团赴英国、爱尔兰招揽人才并访问合作高校,2017-03-02,x
688,科技部农村司副司长蒋丹平来校调研,2017-03-02,m
689,科技部农村司副司长蒋丹平来校调研,2017-03-02,m
690,【人才引进】各学院人才招聘活动剪影,2017-03-02,h
691,中科院大连化学物理研究所张玉奎院士做客南强讲座,2017-03-01,t
692,中科院院士、中科院化学所朱道本院士做客南强讲座,2017-03-01,t
693, 诺奖得主助力生命科学拔尖人才培养,2017-03-01,p
694,我校教师钱陈翔被聘为福建省文联主管主办《艺品》期刊主编,2017-03-01,:
695,化学化工学院召开发展战略专家咨询座谈会,2017-03-01,/
696,田中群院士荣获“美国化学会2017年光谱化学分析奖”,2017-03-01,/
697,研究生院召开台港澳研究生座谈会,2017-02-28,n
698,学校召开2016年本科评估反馈暨2017年春季学期教学工作会,2017-02-28,e
699,校级领导班子和领导人员2016年度考核会举行,2017-02-27,w
700,《哥德巴赫猜想》 2017年演职人员招募,2017-02-27,s
701,《哥德巴赫猜想》 2017年演职人员招募,2017-02-27,s
